lease_bs_brand_jqxx.brandid,lease_bs_brand_jqxx.brandname,lease_bs_brand_jqxx.brandnameen,lease_bs_brand_jqxx.brandnamech,lease_bs_brand_jqxx.recordstatus,lease_bs_brand_jqxx.formatname,lease_bs_brand_jqxx.mainformatname,lease_bs_brand_jqxx.detailformatname
1012953,navigare,navigare,navigare,ACTIVE,服装服饰,男装,潮流
1012954,CR,CR,CR,ACTIVE,服装服饰,男女集合,国内休闲
1012955,BABEI,BABEI,BABEI,ACTIVE,服装服饰,男装,时尚
1012957,PALAISPA,PALAISPA,PALAISPA,ACTIVE,体验业态,专业美护,美容美发
1012958,思妍丽,DECLEOR,思妍丽,ACTIVE,体验业态,专业美护,美容美发
1012959,美丽田园,BEAUTY FARM,美丽田园,ACTIVE,体验业态,专业美护,美容美发
1012960,纽约伊人,New York Skin Solutions,纽约伊人,ACTIVE,体验业态,专业美护,美容美发
1012962,拜尔齿科,BYER DENTAL,拜尔齿科,ACTIVE,体验业态,医疗保健,健齿健发
1012963,瑞尔齿科,Arrail Dental,瑞尔齿科,ACTIVE,体验业态,医疗保健,健齿健发
1012964,琉璃工坊,Colored glaze workshop,琉璃工坊,ACTIVE,生活精品,杂品配饰,杂品集合
1012965,FRANZ,FRANZ,FRANZ,ACTIVE,生活精品,杂品配饰,杂品集合
1012966,李宝赢堂,无,李宝赢堂,ACTIVE,生活精品,烟酒食品,滋补保健
1012967,海晏堂,haiyantang,海晏堂,ACTIVE,生活精品,烟酒食品,滋补保健
1012968,燕之屋,无,燕之屋,ACTIVE,生活精品,烟酒食品,滋补保健
1012969,玺燕,shxiyan,玺燕,ACTIVE,生活精品,烟酒食品,滋补保健
1012970,华致酒行,vats,华致酒行,ACTIVE,生活精品,烟酒食品,烟酒茶
1012972,世嘉共和国,SAGA Republic,世嘉共和国,ACTIVE,主题体验,休闲娱乐,电玩
1012974,富隆酒业,无,富隆酒业,ACTIVE,生活精品,烟酒食品,烟酒茶
1012975,大益普洱,无,大益普洱,ACTIVE,生活精品,烟酒食品,烟酒茶
1012976,世高玩具,Shelcore Toys,世高玩具,ACTIVE,儿童业态,儿童零售,文教玩具
1012978,哆啦A梦,doraemon,哆啦A梦,ACTIVE,儿童业态,儿童零售,儿童服饰
1012979,费尔王子,Fiona's prince,费尔王子,ACTIVE,儿童业态,儿童零售,儿童服饰
1012980,酷漫居,无,酷漫居,ACTIVE,儿童业态,儿童零售,文教玩具
1012981,英德玩具,isl,英德玩具,ACTIVE,儿童业态,儿童零售,文教玩具
1012982,童趣坊,无,童趣坊,ACTIVE,儿童业态,儿童零售,孕婴童用品
1012983,乐友,leyou,乐友,ACTIVE,儿童业态,儿童零售,孕婴童用品
1012985,通利琴行,tomleemusic,通利琴行,ACTIVE,体验业态,文化娱乐,乐器器材
1012986,IMAGO,IMAGO,IMAGO,ACTIVE,生活精品,个人护理,化妆品
1012987,FAB,FAB,FAB,ACTIVE,体验业态,文化娱乐,音像制品
1012991,Joyce,Joyce,Joyce,ACTIVE,大型零售,主题集合店,服饰
1012994,伊利诺伊,无,伊利诺伊,ACTIVE,大型零售,主题集合店,家具
1012995,居适家,JYSK,居适家,ACTIVE,大型零售,主题集合店,家具
1012996,大众书局,Popular Holdings,大众书局,ACTIVE,大型零售,主题集合店,书城
1013000,名店运动城,无,名店运动城,ACTIVE,大型零售,运动集合,运动集合
1012211,禾香怡品,无,禾香怡品,ACTIVE,餐饮美食,简餐,茶餐厅
1012212,熊部落,无,熊部落,ACTIVE,餐饮美食,饮品烘焙,果汁
1012213,湘春夜月,无,湘春夜月,ACTIVE,餐饮美食,中餐,湘菜
1012214,鸣悦工坊,无,鸣悦工坊,ACTIVE,餐饮美食,锅类,干锅
1012215,百味德,无,百味德,ACTIVE,餐饮美食,饮品烘焙,咖啡店
1012217,毛家湾,无,毛家湾,ACTIVE,餐饮美食,中餐,湘菜
1012218,肇源江鱼馆,无,肇源江鱼馆,ACTIVE,餐饮美食,中餐,海鲜（河鲜）
1012219,兰花花,无,兰花花,ACTIVE,餐饮美食,中餐,西北菜
1012220,嘟嘟涮,无,嘟嘟涮,ACTIVE,餐饮美食,锅类,小涮锅
1012221,塔库烤鱼店,无,塔库烤鱼店,ACTIVE,餐饮美食,烧烤,烤鱼
1012222,天原慧,无,天原慧,ACTIVE,餐饮美食,烧烤,串吧
1012223,悦荟,无,悦荟,ACTIVE,餐饮美食,异国餐饮,西式简餐
1012224,吉安日本料理,无,吉安日本料理,ACTIVE,餐饮美食,异国餐饮,日式料理
1012225,铜锣湾港式甜品,无,铜锣湾港式甜品,ACTIVE,餐饮美食,饮品烘焙,甜品
1012226,GODIVA,GODIVA,GODIVA,ACTIVE,生活精品,烟酒食品,零食
1012228,交通银行,无,交通银行,ACTIVE,体验业态,生活服务,其他生活服务
1012229,四季恋,无,四季恋,ACTIVE,餐饮美食,中餐,上海菜
1012231,汉街9号,han street 9th,汉街9号,ACTIVE,餐饮美食,中餐,粤菜（海南菜）
1012232,HARMAN,HARMAN,HARMAN,ACTIVE,生活精品,数码电子,数码单品
1012234,爱慕,AIMER,爱慕,ACTIVE,生活精品,家居家用,内衣袜品
1012237,正刚艺术画廊,xszg art,正刚艺术画廊,ACTIVE,生活精品,杂品配饰,杂品集合
1012238,KARTELL,KARTELL,KARTELL,ACTIVE,生活精品,家居家用,家居家饰
1012239,老汉口牛肉粉,无,老汉口牛肉粉,ACTIVE,餐饮美食,简餐,米线/米粉
1012240,易记酸辣粉,无,易记酸辣粉,ACTIVE,餐饮美食,简餐,米线/米粉
1012241,精武,无,精武,ACTIVE,餐饮美食,简餐,特色小吃
1012242,MORELLATO,MORELLATO,MORELLATO,ACTIVE,生活精品,杂品配饰,配饰
1012243,奈莎,无,奈莎,ACTIVE,生活精品,黄金珠宝,钻石
1012119,生生慢,slofe,生生慢,ACTIVE,生活精品,烟酒食品,零食
1012120,庆园丰收鱼庄,无,庆园丰收鱼庄,ACTIVE,餐饮美食,锅类,鱼火锅
1012141,locker,无,locker,ACTIVE,儿童业态,儿童零售,文教玩具
1012172,儿童故事,无,儿童故事,ACTIVE,儿童业态,儿童教育,儿童早教
1012174,左转90°,无,左转90°,ACTIVE,服装服饰,女装,少淑女
1012175,I LOVE CHOC,无,I LOVE CHOC,ACTIVE,服装服饰,男女集合,国内休闲
1012176,香漫谷,无,香漫谷,ACTIVE,餐饮美食,异国餐饮,泰餐
1012244,联通,chinaunicom,联通,ACTIVE,体验业态,生活服务,旅游通讯
1012245,PH7,PH7,PH7,ACTIVE,生活精品,杂品配饰,配饰
1012247,AS,无,AS,ACTIVE,服装服饰,女装,少淑女
1012248,宾达咖啡,无,宾达咖啡,ACTIVE,餐饮美食,饮品烘焙,咖啡店
1012249,MAP,无,MAP,ACTIVE,生活精品,鞋品箱包,鞋品
1012250,PIV,无,PIV,ACTIVE,生活精品,家居家用,家居家饰
1012251,普安药房,无,普安药房,ACTIVE,体验业态,医疗保健,药店
1012252,好邦,无,好邦,ACTIVE,体验业态,生活服务,其他生活服务
1012253,W2,无,W2,ACTIVE,生活精品,运动,户外运动
1012256,汉点1911,无,汉点1911,ACTIVE,餐饮美食,简餐,特色小吃
1012257,蓝山咖啡,Jamaica Blue,蓝山咖啡,ACTIVE,餐饮美食,饮品烘焙,咖啡店
1012258,骏德酒业,jointek,骏德酒业,ACTIVE,生活精品,烟酒食品,烟酒茶
1012259,SHOW CLUB,SHOW CLUB,SHOW CLUB,ACTIVE,主题体验,休闲娱乐,酒吧
1012260,A+,A+,A+,ACTIVE,主题体验,休闲娱乐,酒吧
1012262,青花元年,无,青花元年,ACTIVE,餐饮美食,中餐,川菜
1012263,法朵,无,法朵,ACTIVE,餐饮美食,中餐,时尚融合菜
1012347,甜园小站,无,甜园小站,ACTIVE,餐饮美食,饮品烘焙,甜品
1012386,周大福钟表,Chow ta ifook,周大福钟表,ACTIVE,生活精品,钟表,钟表
1012409,富贵鸟,fuguiniao,富贵鸟,ACTIVE,服装服饰,男装,时尚
1012486,巴彦尔,无,巴彦尔,ACTIVE,餐饮美食,烧烤,串吧
1012606,LEXON,无,LEXON,ACTIVE,生活精品,鞋品箱包,箱包
1012607,香识女人,无,香识女人,ACTIVE,生活精品,个人护理,香薰
1012645,SU,无,SU,ACTIVE,生活精品,杂品配饰,配饰
1012765,康龙,无,康龙,ACTIVE,生活精品,鞋品箱包,鞋品
1013145,AIGLE,无,AIGLE,ACTIVE,生活精品,运动,户外运动
1013146,东方爱婴,无,东方爱婴,ACTIVE,儿童业态,儿童教育,儿童早教
1013154,88,无,88,ACTIVE,主题体验,休闲娱乐,酒吧
1013501,尚可涮吧,无,尚可涮吧,ACTIVE,餐饮美食,锅类,小涮锅
1013502,快乐老家,无,快乐老家,ACTIVE,餐饮美食,锅类,川渝火锅
1013503,大龙,无,大龙,ACTIVE,餐饮美食,锅类,川渝火锅
1013504,秦妈,无,秦妈,ACTIVE,餐饮美食,锅类,川渝火锅
1013505,李雪,无,李雪,ACTIVE,餐饮美食,锅类,川渝火锅
1013507,火辣岁月,无,火辣岁月,ACTIVE,餐饮美食,锅类,川渝火锅
1013508,新天然居,无,新天然居,ACTIVE,餐饮美食,锅类,清汤火锅
1013509,柠檬香茅,无,柠檬香茅,ACTIVE,餐饮美食,锅类,小涮锅
1013510,刘一手,无,刘一手,ACTIVE,餐饮美食,锅类,川渝火锅
1013511,健康煮,无,健康煮,ACTIVE,餐饮美食,锅类,小涮锅
1013512,百度,无,百度,ACTIVE,餐饮美食,烧烤,铁板烧
1013513,金牛轩,无,金牛轩,ACTIVE,餐饮美食,异国餐饮,法餐
1013514,罗斯福,无,罗斯福,ACTIVE,餐饮美食,异国餐饮,意餐
1013515,拿波里,无,拿波里,ACTIVE,餐饮美食,异国餐饮,意餐
1013516,布农阿努,无,布农阿努,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1013517,新食谱,无,新食谱,ACTIVE,餐饮美食,异国餐饮,西式简餐
1013518,忆品,无,忆品,ACTIVE,餐饮美食,异国餐饮,法餐
1013519,亚米天阁,无,亚米天阁,ACTIVE,餐饮美食,异国餐饮,法餐
1013520,豪尚豪,无,豪尚豪,ACTIVE,餐饮美食,异国餐饮,法餐
1013521,阿利与艾德,无,阿利与艾德,ACTIVE,餐饮美食,烧烤,铁板烧
1013522,百胜蜂,无,百胜蜂,ACTIVE,餐饮美食,异国餐饮,意餐
1013523,食间牛排,无,食间牛排,ACTIVE,餐饮美食,异国餐饮,法餐
1013524,祖母厨房,无,祖母厨房,ACTIVE,餐饮美食,异国餐饮,西式简餐
1013525,亨利之家,无,亨利之家,ACTIVE,餐饮美食,异国餐饮,法餐
1013149,TAGLINE,无,TAGLINE,ACTIVE,服装服饰,男女集合,国内休闲
1013526,洋葱,无,洋葱,ACTIVE,餐饮美食,异国餐饮,西式简餐
1013527,欧客雅,无,欧客雅,ACTIVE,餐饮美食,异国餐饮,西式简餐
1013528,泰国鱼翅馆,无,泰国鱼翅馆,ACTIVE,餐饮美食,异国餐饮,泰餐
1013529,金璞玉,无,金璞玉,ACTIVE,餐饮美食,异国餐饮,泰餐
1013530,品越轩,无,品越轩,ACTIVE,餐饮美食,异国餐饮,越南餐
1013531,美满蕉园,无,美满蕉园,ACTIVE,餐饮美食,异国餐饮,泰餐
1013532,越香河,无,越香河,ACTIVE,餐饮美食,异国餐饮,越南餐
1013533,DOZO,DOZO,DOZO,ACTIVE,餐饮美食,异国餐饮,日式料理
1013534,创造,无,创造,ACTIVE,餐饮美食,中餐,海鲜（河鲜）
1013535,舞鹤日料,无,舞鹤日料,ACTIVE,餐饮美食,异国餐饮,日式料理
1013536,禾风,无,禾风,ACTIVE,餐饮美食,异国餐饮,日式料理
1013537,花里,无,花里,ACTIVE,餐饮美食,异国餐饮,日式料理
1013538,东瀛阁,无,东瀛阁,ACTIVE,餐饮美食,异国餐饮,日式料理
1013539,割烹清水,无,割烹清水,ACTIVE,餐饮美食,异国餐饮,日式料理
1013540,熙鲜,无,熙鲜,ACTIVE,餐饮美食,异国餐饮,韩式简餐
1013541,春川,无,春川,ACTIVE,餐饮美食,异国餐饮,韩式简餐
1013542,西九巷,无,西九巷,ACTIVE,餐饮美食,饮品烘焙,咖啡店
1013543,碎蝶音乐,无,碎蝶音乐,ACTIVE,餐饮美食,饮品烘焙,咖啡店
1013544,民土,无,民土,ACTIVE,餐饮美食,饮品烘焙,咖啡店
1013325,MARYLING,MARYLING,MARYLING,ACTIVE,服装服饰,女装,淑女
1013326,d:espina,d:espina,d:espina,ACTIVE,服装服饰,女装,少淑女
1013331,Lampo,Lampo,Lampo,ACTIVE,服装服饰,男装,时尚
1013333,报喜鸟,SAINT ANGELO,报喜鸟,ACTIVE,服装服饰,男装,时尚
1013334,陶源酒家,无,陶源酒家,ACTIVE,大型餐饮,大酒楼,大酒楼
1013335,汇食家,无,汇食家,ACTIVE,餐饮美食,简餐,茶餐厅
1013336,胜记云顶,无,胜记云顶,ACTIVE,大型餐饮,大酒楼,大酒楼
1013337,五峰草堂,无,五峰草堂,ACTIVE,大型餐饮,大酒楼,大酒楼
1013338,富临轩,无,富临轩,ACTIVE,大型餐饮,大酒楼,大酒楼
1013339,东海海鲜酒家,无,东海海鲜酒家,ACTIVE,大型餐饮,大酒楼,大酒楼
1013340,东江海鲜,无,东江海鲜,ACTIVE,大型餐饮,大酒楼,大酒楼
1013341,春满园酒家,无,春满园酒家,ACTIVE,大型餐饮,大酒楼,大酒楼
1013342,香港97,无,香港97,ACTIVE,大型餐饮,大酒楼,大酒楼
1013343,食全食美,无,食全食美,ACTIVE,餐饮美食,简餐,中式快餐
1013344,怡情楼,无,怡情楼,ACTIVE,大型餐饮,大酒楼,大酒楼
1013345,青岛菜馆,无,青岛菜馆,ACTIVE,大型餐饮,大酒楼,大酒楼
1013346,杭越海鲜,无,杭越海鲜,ACTIVE,大型餐饮,大酒楼,大酒楼
1013347,新吉士,无,新吉士,ACTIVE,大型餐饮,大酒楼,大酒楼
1013348,蓉杏酒楼,无,蓉杏酒楼,ACTIVE,大型餐饮,大酒楼,大酒楼
1013349,柴门河鲜馆,无,柴门河鲜馆,ACTIVE,大型餐饮,大酒楼,大酒楼
1013350,廊桥,无,廊桥,ACTIVE,大型餐饮,大酒楼,大酒楼
1013351,东湖首席,无,东湖首席,ACTIVE,大型餐饮,大酒楼,大酒楼
1013352,卞氏菜根香,无,卞氏菜根香,ACTIVE,大型餐饮,大酒楼,大酒楼
1013353,云门锦翠,无,云门锦翠,ACTIVE,大型餐饮,大酒楼,大酒楼
1013354,独一处,无,独一处,ACTIVE,大型餐饮,大酒楼,大酒楼
1013355,菜肴故事,无,菜肴故事,ACTIVE,大型餐饮,大酒楼,大酒楼
1013356,四海香大酒楼,无,四海香大酒楼,ACTIVE,大型餐饮,大酒楼,大酒楼
1013357,四维大酒楼,无,四维大酒楼,ACTIVE,大型餐饮,大酒楼,大酒楼
1013358,黄鳝世家,无,黄鳝世家,ACTIVE,大型餐饮,大酒楼,大酒楼
1013359,头啖汤,无,头啖汤,ACTIVE,大型餐饮,大酒楼,大酒楼
1013360,喜记香港避风塘炒蟹,无,喜记香港避风塘炒蟹,ACTIVE,大型餐饮,大酒楼,大酒楼
1013361,客家王,无,客家王,ACTIVE,大型餐饮,大酒楼,大酒楼
1013362,客家大院,无,客家大院,ACTIVE,大型餐饮,大酒楼,大酒楼
1013363,台北A+A酒店,无,台北A+A酒店,ACTIVE,大型餐饮,大酒楼,大酒楼
1013364,潮豪酒家,无,潮豪酒家,ACTIVE,大型餐饮,大酒楼,大酒楼
1013365,球记金丰海鲜城,无,球记金丰海鲜城,ACTIVE,大型餐饮,大酒楼,大酒楼
1012325,阿衣谷,无,阿衣谷,ACTIVE,服装服饰,女装,少淑女
1012330,迪赛尼斯,DESIGNICE,迪赛尼斯,ACTIVE,服装服饰,女装,少淑女
1012733,SHAKE,SHAKE,SHAKE,ACTIVE,服装服饰,男装,潮流
1012735,山城印巷,无,山城印巷,ACTIVE,餐饮美食,简餐,特色小吃
1012736,仙芋新语,无,仙芋新语,ACTIVE,餐饮美食,饮品烘焙,甜品
1012737,珍味馆,无,珍味馆,ACTIVE,餐饮美食,中餐,粤菜（海南菜）
1012738,牛脾气,无,牛脾气,ACTIVE,餐饮美食,异国餐饮,西式简餐
1012739,印象云南,无,印象云南,ACTIVE,餐饮美食,中餐,云贵菜
1012740,玛珂爱萨尼,无,玛珂爱萨尼,ACTIVE,服装服饰,男装,时尚
1012741,冈山眷村,无,冈山眷村,ACTIVE,餐饮美食,简餐,中式面
1012745,GEMOPIA,无,GEMOPIA,ACTIVE,生活精品,黄金珠宝,其他珠宝
1012785,COCO,无,COCO,ACTIVE,服装服饰,女装,少淑女
1012807,鹏达体育,无,鹏达体育,ACTIVE,大型零售,运动集合,运动集合
1012812,乐巢,无,乐巢,ACTIVE,主题体验,休闲娱乐,酒吧
1012814,音乐房子,无,音乐房子,ACTIVE,主题体验,休闲娱乐,酒吧
1012815,藏珑坊,无,藏珑坊,ACTIVE,主题体验,休闲娱乐,酒吧
1012817,欧洲房子,无,欧洲房子,ACTIVE,餐饮美食,异国餐饮,西式简餐
1012820,烘焙达人,无,烘焙达人,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1012821,CJW,CJW,CJW,ACTIVE,主题体验,休闲娱乐,酒吧
1012822,MAX&Co,MAX&Co,MAX&Co,ACTIVE,服装服饰,女装,少淑女
1012825,Chocoolate,Chocoolate,Chocoolate,ACTIVE,服装服饰,女装,少淑女
1012826,DUNHILL,DUNHILL,DUNHILL,ACTIVE,服装服饰,男装,时尚
1012827,BALLY,BALLY,BALLY,ACTIVE,服装服饰,男装,时尚
1012829,GIEVES&HAWKES,GIEVES&HAWKES,GIEVES&HAWKES,ACTIVE,服装服饰,男装,时尚
1012830,KENT&CURWEN,KENT&CURWEN,KENT&CURWEN,ACTIVE,服装服饰,男装,时尚
1012831,S.T.DUPONT,S.T.DUPONT,S.T.DUPONT,ACTIVE,服装服饰,男装,时尚
1012832,AQUASCUTUM,AQUASCUTUM,AQUASCUTUM,ACTIVE,服装服饰,男装,时尚
1012833,DURBAN,DURBAN,DURBAN,ACTIVE,服装服饰,男装,时尚
1012834,J.LINDEBERG,J.LINDEBERG,J.LINDEBERG,ACTIVE,服装服饰,男装,时尚
1012835,NISISS,NISISS,NISISS,ACTIVE,服装服饰,女装,少淑女
1012836,IMMOBILE,IMMOBILE,IMMOBILE,ACTIVE,服装服饰,女装,少淑女
1012837,Siqin,Siqin,Siqin,ACTIVE,服装服饰,女装,少淑女
1012839,F/do,F/do,F/do,ACTIVE,服装服饰,女装,少淑女
1012840,三M,无,三M,ACTIVE,服装服饰,女装,少淑女
1012842,生活本色,nature living,生活本色,ACTIVE,生活精品,家居家用,家居家饰
1012843,stylor,Stylor,stylor,ACTIVE,生活精品,家居家用,家居家饰
1012844,台湾印象,无,台湾印象,ACTIVE,生活精品,烟酒食品,烟酒茶
1012847,Dosail,Dosail,Dosail,ACTIVE,生活精品,鞋品箱包,箱包
1012848,HTC,HTC,HTC,ACTIVE,生活精品,数码电子,数码单品
1012849,PANASONIC,PANASONIC,PANASONIC,ACTIVE,生活精品,数码电子,数码单品
1012850,LENOVO,LENOVO,LENOVO,ACTIVE,生活精品,数码电子,数码单品
1012854,OMRON,OMRON,OMRON,ACTIVE,生活精品,数码电子,数码单品
1012855,舒华,shuhua,舒华,ACTIVE,生活精品,运动,运动配件/器材
1012857,玛花纤体,MarieFrance Bodyline,玛花纤体,ACTIVE,体验业态,专业美护,美体微雕
1012858,必瘦站,perfectshape,必瘦站,ACTIVE,体验业态,专业美护,美体微雕
1012859,ANTEPRIMA,ANTEPRIMA,ANTEPRIMA,ACTIVE,生活精品,鞋品箱包,箱包
1012860,COACH,COACH,COACH,ACTIVE,生活精品,鞋品箱包,箱包
1012861,UGG,UGG,UGG,ACTIVE,生活精品,鞋品箱包,鞋品
1012865,B&O,B&O,B&O,ACTIVE,生活精品,数码电子,数码单品
1012866,VERTU,VERTU,VERTU,ACTIVE,生活精品,数码电子,数码单品
1012868,LLADRO,LLADRO,LLADRO,ACTIVE,生活精品,杂品配饰,杂品集合
1012872,WHITTARD,WHITTARD,WHITTARD,ACTIVE,生活精品,烟酒食品,烟酒茶
1012874,雀巢胶囊咖啡,NESPRESSO,雀巢胶囊咖啡,ACTIVE,生活精品,烟酒食品,滋补保健
1012875,CALLAWAY,CALLAWAY,CALLAWAY,ACTIVE,生活精品,运动,运动配件/器材
1012876,杜莎夫人蜡像馆,Madame Tussaud's,杜莎夫人蜡像馆,ACTIVE,体验业态,文化娱乐,文娱培训
1012877,Ama,Ama,Ama,ACTIVE,生活精品,黄金珠宝,钻石
1012879,AUPRES,AUPRES,AUPRES,ACTIVE,生活精品,个人护理,化妆品
1012881,FENDI,FENDI,FENDI,ACTIVE,生活精品,鞋品箱包,箱包
1012882,ARMANI,ARMANI,ARMANI,ACTIVE,生活精品,钟表,钟表
1012883,SUNNTO,SUNNTO,SUNNTO,ACTIVE,生活精品,钟表,钟表
1012884,Skagen,SKAGEN,Skagen,ACTIVE,生活精品,钟表,钟表
1012885,ORIGINS,ORIGINS,ORIGINS,ACTIVE,生活精品,个人护理,化妆品
1012886,orbis,Orbis,orbis,ACTIVE,生活精品,个人护理,化妆品
1012888,benefit,Benefit,benefit,ACTIVE,生活精品,个人护理,化妆品
1012892,嘉乐祥,无,嘉乐祥,ACTIVE,生活精品,黄金珠宝,黄金
1012893,STENDERS,STENDERS,STENDERS,ACTIVE,生活精品,个人护理,香薰
1012894,monchner,Monchner,monchner,ACTIVE,生活精品,个人护理,化妆品
1012895,阿努比斯,ANUBIS,阿努比斯,ACTIVE,生活精品,杂品配饰,配饰
1012897,CAMENAE,CAMENAE,CAMENAE,ACTIVE,生活精品,个人护理,化妆品
1012898,PILGRIM,PILGRIM,PILGRIM,ACTIVE,生活精品,杂品配饰,配饰
1012899,Oxette,OXETTE,Oxette,ACTIVE,生活精品,杂品配饰,杂品集合
1012900,VICTORINOX,VICTORINOX,VICTORINOX,ACTIVE,生活精品,杂品配饰,配饰
1012901,BLISS,Bliss,BLISS,ACTIVE,生活精品,杂品配饰,配饰
1012902,debor,Debor,debor,ACTIVE,生活精品,杂品配饰,配饰
1012905,glasstique,Glasstique,glasstique,ACTIVE,生活精品,杂品配饰,眼镜
1012906,SEED,SEED,SEED,ACTIVE,生活精品,杂品配饰,眼镜
1012907,OYEA,OYEA,OYEA,ACTIVE,生活精品,杂品配饰,眼镜
1012908,CIRCA,CIRCA,CIRCA,ACTIVE,生活精品,鞋品箱包,鞋品
1012910,VIVITIX,VIVITIX,VIVITIX,ACTIVE,生活精品,杂品配饰,杂品集合
1012911,COLEMAN,COLEMAN,COLEMAN,ACTIVE,生活精品,运动,运动配件/器材
1012912,BELLABONG,BELLABONG,BELLABONG,ACTIVE,生活精品,运动,户外运动
1012913,FOSSIL,FOSSIL,FOSSIL,ACTIVE,生活精品,钟表,钟表
1012914,CPU,CPU,CPU,ACTIVE,生活精品,鞋品箱包,鞋品
1012916,P+,P+,P+,ACTIVE,生活精品,鞋品箱包,鞋品
1012917,snipes,Snipes,snipes,ACTIVE,生活精品,运动,时尚运动
1012919,TIERACK,TIERACK,TIERACK,ACTIVE,生活精品,杂品配饰,配饰
1012920,ANYWALK,ANYWALK,ANYWALK,ACTIVE,生活精品,鞋品箱包,鞋品
1012924,RT,RT,RT,ACTIVE,生活精品,鞋品箱包,鞋品
1012925,Minnetonka,Minnetonke,Minnetonka,ACTIVE,生活精品,鞋品箱包,鞋品
1012926,CAT,CAT,CAT,ACTIVE,生活精品,鞋品箱包,鞋品
1012927,MONAVI,MONAVI,MONAVI,ACTIVE,生活精品,黄金珠宝,钻石
1012928,GANAELLE,GANAELLE,GANAELLE,ACTIVE,生活精品,黄金珠宝,其他珠宝
1012929,MONETA,MONETA,MONETA,ACTIVE,生活精品,黄金珠宝,钻石
1012932,迪生钟表,PIAGET,迪生钟表,ACTIVE,生活精品,钟表,钟表
1012933,欧洲坊,EWC,欧洲坊,ACTIVE,生活精品,钟表,钟表
1012934,JURLIQUE,JURLIQUE,JURLIQUE,ACTIVE,生活精品,个人护理,化妆品
1011953,鸡丝辣汤,无,鸡丝辣汤,ACTIVE,餐饮美食,简餐,特色小吃
1011954,雅山,无,雅山,ACTIVE,餐饮美食,洋快餐,洋快餐
1011955,绿野仙踪,无,绿野仙踪,ACTIVE,餐饮美食,简餐,中式快餐
1011957,skin?care,无,skin?care,ACTIVE,生活精品,个人护理,化妆品
1011959,茶物语,无,茶物语,ACTIVE,餐饮美食,饮品烘焙,奶茶
1011960,贡茶,无,贡茶,ACTIVE,餐饮美食,饮品烘焙,奶茶
1011961,船歌鱼水饺,无,船歌鱼水饺,ACTIVE,餐饮美食,简餐,水饺
1011963,茶大爷,无,茶大爷,ACTIVE,餐饮美食,饮品烘焙,奶茶
1011965,妮当家,无,妮当家,ACTIVE,生活精品,烟酒食品,零食
